Stock quote and option quote for IBM on 10/25/19 20:46:10

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
135.44,N,+1.37,135.30,P,135.70,P,5 x 5,"2,579,055",134.12,135.93,134.10

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
4.78%,15.75,1.62,Q,8/8/19,152.95,105.94,"885,875,160",1.12

Theo parameters
Theo date,Theo stock price,Theo volatility
10/25/19, 0.00$, 0.00%

25 OCT 19  (0)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,IBM191129C145,12,14,.070,.021,-.011,.057,.009,15.13%,.19501628,<empty>,<empty>,6.39%,13.30%,93.61%,1.46%,73.07%,.195,59 x 150,59,150,+8.33%,.13,.13,C,.09,.13,.09,.12,H,.27,X,29 NOV 19,145,9.10,B,13.40,B,IBM191129P145,0,3,-.785,.025,-.054,.122,-.116,26.82%,11.25,41.53%,8.41%,81.27%,39.19%,18.73%,12.66%,<empty>,11.250,9 x 21,9,21,0.00%,6.40,6.40,C,0,0,0,,
,,IBM191129C146,0,97,.044,.015,-.008,.040,.006,14.44%,.11012028,<empty>,<empty>,4.05%,8.41%,95.95%,0.82%,79.93%,.110,0 x 156,0,156,0.00%,.14,.14,E,0,0,0,0,Q,.22,X,29 NOV 19,146,10.45,B,14.50,M,IBM191129P146,0,0,-.778,.023,-.060,.125,-.116,30.18%,12.48,46.05%,9.34%,80.82%,40.17%,19.18%,14.34%,<empty>,12.475,9 x 51,9,51,<empty>,0,0, ,0,0,0,,
,,IBM191129C147,0,160,.042,.014,-.008,.038,.005,15.44%,.11005016,<empty>,<empty>,3.79%,7.86%,96.21%,0.82%,87.42%,.110,101 x 161,101,161,0.00%,.06,.06,X,0,0,0,.05,X,.17,X,29 NOV 19,147,11.10,B,15.40,B,IBM191129P147,0,0,-.801,.022,-.057,.117,-.120,29.83%,13.25,48.91%,9.91%,82.98%,35.59%,17.02%,12.66%,<empty>,13.250,9 x 21,9,21,<empty>,0,0, ,0,0,0,,
,,IBM191129C148,0,45,.048,.014,-.010,.043,.006,17.31%,.14500807,<empty>,<empty>,4.33%,8.97%,95.67%,1.09%,95.17%,.145,0 x 288,0,288,0.00%,.09,.09,E,0,0,0,0,N,.29,X,29 NOV 19,148,12.10,B,16.40,B,IBM191129P148,0,1,-.808,.020,-.058,.114,-.122,31.29%,14.25,52.61%,10.65%,83.71%,34.06%,16.29%,12.66%,<empty>,14.250,9 x 21,9,21,0.00%,7.97,7.97,C,0,0,0,,
,,IBM191129C149,0,8,.045,.012,-.010,.041,.006,18.20%,.14000494,<empty>,<empty>,4.00%,8.27%,96.00%,1.05%,102.62%,.140,0 x 313,0,313,0.00%,.07,.07,C,0,0,0,0,N,.28,X,29 NOV 19,149,13.65,P,17.40,P,IBM191129P149,0,0,-.795,.019,-.066,.119,-.121,35.09%,15.53,57.31%,11.63%,82.85%,35.93%,17.15%,14.72%,<empty>,15.525,2 x 7,2,7,<empty>,0,0, ,0,0,0,,
,,IBM191129C150,3,46,.025,.008,-.006,.025,.003,16.81%,.06502316,<empty>,<empty>,2.18%,4.50%,97.82%,0.49%,109.55%,.065,0 x 146,0,146,-60.00%,.08,.08,C,.06,.08,.06,0,B,.13,X,29 NOV 19,150,14.00,H,18.45,T,IBM191129P150,0,6,-.821,.018,-.060,.109,-.126,33.88%,16.23,59.90%,12.13%,85.11%,31.12%,14.89%,12.47%,<empty>,16.225,21 x 2,21,2,0.00%,9.39,9.39,C,0,0,0,,
,,IBM191129C152.5,0,51,.015,.005,-.004,.017,.002,17.72%,.04046185,<empty>,<empty>,1.34%,2.76%,98.66%,0.30%,128.09%,.040,1 x 3,1,3,0.00%,.08,.08,C,0,0,0,.01,H,.07,P,29 NOV 19,152.5,16.50,H,20.80,P,IBM191129P152.5,0,0,-.838,.015,-.060,.102,-.130,36.52%,18.65,68.85%,13.93%,86.82%,27.54%,13.18%,11.91%,<empty>,18.650,21 x 7,21,7,<empty>,0,0, ,0,0,0,,
,,IBM191129C155,1,6,.028,.007,-.008,.027,.004,22.56%,.1000904,<empty>,<empty>,2.37%,4.89%,97.63%,0.75%,147.27%,.100,0 x 207,0,207,+66.67%,.10,.10,C,.10,.10,.10,0,N,.20,X,29 NOV 19,155,18.90,E,23.40,M,IBM191129P155,0,2,-.848,.014,-.063,.098,-.134,39.72%,21.15,78.08%,15.80%,87.86%,25.39%,12.14%,11.91%,<empty>,21.150,2 x 21,2,21,0.00%,13.26,13.26,C,0,0,0,,
,,IBM191129C157.5,0,203,.031,.006,-.011,.030,.004,25.79%,.13000307,<empty>,<empty>,2.61%,5.39%,97.39%,0.97%,166.22%,.130,0 x 83,0,83,0.00%,.28,.28,C,0,0,0,0,N,.26,C,29 NOV 19,157.5,21.35,E,25.80,H,IBM191129P157.5,0,0,-.861,.012,-.062,.092,-.138,41.99%,23.58,87.03%,17.60%,89.13%,22.75%,10.87%,11.35%,<empty>,23.575,1 x 21,1,21,<empty>,0,0, ,0,0,0,,
,,IBM191129C160,0,3,.029,.006,-.011,.028,.004,27.94%,.13001621,<empty>,<empty>,2.40%,4.94%,97.60%,0.97%,184.95%,.130,0 x 57,0,57,0.00%,.11,.11,I,0,0,0,0,N,.26,W,29 NOV 19,160,23.75,H,28.30,H,IBM191129P160,0,0,-.870,.011,-.062,.087,-.142,44.37%,26.02,96.08%,19.43%,90.10%,20.71%,9.90%,10.97%,<empty>,26.025,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM191129C162.5,0,0,.027,.005,-.011,.026,.003,29.84%,.12511753,<empty>,<empty>,2.15%,4.44%,97.85%,0.94%,203.64%,.125,0 x 83,0,83,<empty>,0,0, ,0,0,0,0,N,.25,C,29 NOV 19,162.5,26.40,E,30.80,H,IBM191129P162.5,0,0,-.871,.010,-.067,.087,-.144,48.07%,28.60,105.58%,21.36%,90.36%,20.22%,9.64%,11.54%,<empty>,28.600,1 x 21,1,21,<empty>,0,0, ,0,0,0,,
,,IBM191129C165,0,1,.024,.004,-.010,.024,.003,31.44%,.11509244,<empty>,<empty>,1.88%,3.87%,98.12%,0.86%,222.29%,.115,0 x 89,0,89,0.00%,.15,.15,C,0,0,0,0,N,.23,C,29 NOV 19,165,28.85,E,33.30,H,IBM191129P165,0,0,-.878,.009,-.067,.084,-.148,50.55%,31.08,114.72%,23.20%,91.02%,18.84%,8.98%,11.35%,<empty>,31.075,2 x 21,2,21,<empty>,0,0, ,0,0,0,,

6 DEC 19  (42)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,IBM191206C120,0,0,.933,.013,-.012,.056,.048,25.63%,15.60,<empty>,<empty>,90.17%,18.92%,9.83%,1.00%,1.00%,15.600,9 x 21,9,21,<empty>,0,0, ,0,0,0,13.40,B,17.80,H,6 DEC 19,120,.29,X,.34,X,IBM191206P120,0,35,-.065,.012,-.017,.059,-.011,23.24%,.31500308,2.63%,0.26%,7.59%,14.63%,92.41%,1.98%,<empty>,.315,41 x 31,41,31,0.00%,.40,.40,E,0,0,0,,
,,IBM191206C122,0,0,.915,.017,-.014,.068,.058,24.06%,13.68,<empty>,<empty>,88.13%,22.82%,11.87%,1.47%,1.47%,13.675,9 x 21,9,21,<empty>,0,0, ,0,0,0,11.40,B,15.95,M,6 DEC 19,122,.40,X,.51,M,IBM191206P122,0,0,-.090,.015,-.021,.076,-.015,22.66%,.45500521,3.33%,0.37%,10.40%,20.01%,89.60%,2.85%,<empty>,.455,31 x 73,31,73,<empty>,0,0, ,0,0,0,,
,,IBM191206C123,0,0,.944,.018,-.008,.048,.042,20.11%,12.53,<empty>,<empty>,90.49%,18.30%,9.51%,0.53%,0.53%,12.525,2 x 2,2,2,<empty>,0,0, ,0,0,0,10.30,T,14.75,E,6 DEC 19,123,.46,X,.60,X,IBM191206P123,0,2,-.104,.017,-.023,.084,-.017,22.21%,.53001016,3.62%,0.43%,11.91%,22.90%,88.09%,3.32%,<empty>,.530,41 x 84,41,84,0.00%,.65,.65,C,0,0,0,,
,,IBM191206C124,0,0,.912,.022,-.012,.071,.060,20.87%,11.65,<empty>,<empty>,87.42%,24.16%,12.58%,1.32%,1.32%,11.650,9 x 1,9,1,<empty>,0,0, ,0,0,0,9.55,B,13.75,E,6 DEC 19,124,.55,X,.61,M,IBM191206P124,0,0,-.116,.020,-.024,.091,-.019,21.35%,.58025019,3.71%,0.47%,13.15%,25.26%,86.85%,3.64%,<empty>,.580,43 x 34,43,34,<empty>,0,0, ,0,0,0,,
,,IBM191206C125,0,0,.924,.025,-.009,.063,.054,18.36%,10.57,<empty>,<empty>,88.20%,22.66%,11.80%,0.85%,0.85%,10.575,31 x 31,31,31,<empty>,0,0, ,0,0,0,8.35,I,12.80,X,6 DEC 19,125,.64,I,.71,I,IBM191206P125,4,0,-.134,.022,-.026,.100,-.022,20.87%,.67520796,4.05%,0.54%,15.05%,28.86%,84.95%,4.23%,<empty>,.675,48 x 46,48,46,<empty>,.66,.66,C,.72,.72,.66,,
,,IBM191206C126,0,0,.881,.028,-.015,.089,.070,19.26%,9.75,<empty>,<empty>,84.28%,30.12%,15.72%,1.94%,1.94%,9.750,10 x 22,10,22,<empty>,0,0, ,0,0,0,7.60,B,11.90,B,6 DEC 19,126,.75,X,.82,X,IBM191206P126,0,0,-.154,.025,-.028,.110,-.025,20.39%,.78520778,4.45%,0.63%,17.19%,32.92%,82.81%,4.92%,<empty>,.785,41 x 31,41,31,<empty>,0,0, ,0,0,0,,
,,IBM191206C127,0,0,.905,.033,-.009,.074,.060,16.00%,8.60,<empty>,<empty>,85.99%,26.81%,14.01%,1.00%,1.00%,8.600,33 x 3,33,3,<empty>,0,0, ,0,0,0,6.65,X,10.55,P,6 DEC 19,127,.89,X,1.02,X,IBM191206P127,12,0,-.181,.028,-.031,.122,-.030,20.26%,.95520984,5.12%,0.76%,20.06%,38.33%,79.94%,5.99%,<empty>,.955,23 x 99,23,99,<empty>,.95,.95,X,1.09,1.09,.85,,
,,IBM191206C128,0,0,.837,.036,-.017,.111,.077,17.72%,7.90,<empty>,<empty>,79.96%,38.24%,20.04%,2.88%,2.88%,7.900,54 x 11,54,11,<empty>,0,0, ,0,0,0,7.70,M,8.10,H,6 DEC 19,128,1.01,X,1.15,M,IBM191206P128,2,2,-.204,.031,-.032,.132,-.034,19.57%,1.08,5.50%,0.85%,22.52%,42.96%,77.48%,6.77%,<empty>,1.080,47 x 49,47,49,-10.42%,1.29,1.29,D,1.23,1.29,1.23,,
,,IBM191206C129,0,0,.819,.042,-.017,.119,.079,16.32%,6.93,<empty>,<empty>,78.17%,41.55%,21.83%,3.04%,3.04%,6.925,101 x 58,101,58,<empty>,0,0, ,0,0,0,6.70,X,7.15,M,6 DEC 19,129,1.27,H,1.31,H,IBM191206P129,13,24,-.236,.034,-.035,.143,-.039,19.34%,1.29,6.25%,1.01%,25.88%,49.26%,74.12%,8.09%,<empty>,1.290,11 x 24,11,24,-12.35%,1.42,1.42,E,1.54,1.54,1.32,,
,,IBM191206C130,0,0,.779,.046,-.019,.135,.082,16.01%,6.10,<empty>,<empty>,74.33%,48.73%,25.67%,4.14%,4.14%,6.100,74 x 44,74,44,<empty>,0,0, ,0,0,0,5.85,X,6.35,X,6 DEC 19,130,1.48,X,1.55,X,IBM191206P130,3,0,-.270,.037,-.037,.153,-.045,19.00%,1.52,7.00%,1.18%,29.41%,55.85%,70.59%,9.50%,<empty>,1.515,31 x 12,31,12,<empty>,1.48,1.48,C,1.70,1.70,1.45,,
,,IBM191206C131,19,1,.742,.052,-.020,.147,.082,15.10%,5.23,<empty>,<empty>,70.83%,55.17%,29.17%,4.92%,4.92%,5.225,37 x 12,37,12,<empty>,5.15,5.15,Q,4.50,5.15,4.45,5.15,X,5.30,C,6 DEC 19,131,1.76,Z,1.82,W,IBM191206P131,0,0,-.309,.040,-.039,.163,-.051,18.76%,1.79,7.90%,1.39%,33.35%,63.18%,66.65%,11.23%,<empty>,1.790,3 x 4,3,4,<empty>,0,0, ,0,0,0,,
,,IBM191206C132,16,0,.691,.056,-.022,.161,.082,14.79%,4.48,<empty>,<empty>,65.96%,64.16%,34.04%,6.49%,6.49%,4.475,34 x 44,34,44,<empty>,4.80,4.80,Q,3.80,4.80,3.75,4.40,X,4.55,X,6 DEC 19,132,2.07,X,2.15,X,IBM191206P132,0,0,-.350,.043,-.041,.172,-.058,18.56%,2.11,8.92%,1.62%,37.60%,71.02%,62.40%,13.23%,<empty>,2.110,21 x 22,21,22,<empty>,0,0, ,0,0,0,,
,,IBM191206C133,3,0,.635,.060,-.023,.172,.080,14.46%,3.78,<empty>,<empty>,60.62%,73.91%,39.38%,8.37%,8.37%,3.775,21 x 31,21,31,<empty>,3.91,3.91,C,3.94,3.94,3.91,3.70,H,3.85,M,6 DEC 19,133,2.37,M,2.75,X,IBM191206P133,0,0,-.396,.044,-.043,.178,-.066,18.85%,2.56,10.39%,1.96%,42.33%,79.74%,57.67%,16.05%,<empty>,2.560,54 x 210,54,210,<empty>,0,0, ,0,0,0,,
,,IBM191206C134,4,0,.575,.063,-.024,.180,.075,14.11%,3.13,<empty>,<empty>,54.88%,84.27%,45.12%,10.57%,10.57%,3.125,100 x 10,100,10,<empty>,3.40,3.40,Q,3.40,3.40,3.40,3.05,M,3.20,X,6 DEC 19,134,2.82,X,2.95,X,IBM191206P134,1,0,-.440,.046,-.043,.182,-.073,18.19%,2.88,11.25%,2.20%,46.70%,87.68%,53.30%,18.09%,<empty>,2.885,31 x 20,31,20,<empty>,2.65,2.65,E,2.65,2.65,2.65,,
,,IBM191206C135,16,0,.511,.063,-.025,.184,.070,14.17%,2.61,<empty>,<empty>,48.77%,95.26%,51.23%,13.61%,13.61%,2.610,12 x 58,12,58,<empty>,2.61,2.61,I,2.09,2.79,2.05,2.56,H,2.66,M,6 DEC 19,135,3.30,M,3.50,X,IBM191206P135,5,0,-.487,.047,-.044,.184,-.082,18.32%,3.40,12.76%,2.58%,51.46%,96.30%,48.54%,21.32%,<empty>,3.400,58 x 127,58,127,<empty>,3.44,3.44,N,3.65,3.65,3.15,,
,,IBM191206C136,20,0,.447,.063,-.024,.183,.063,13.75%,2.07,<empty>,<empty>,42.59%,92.19%,57.41%,12.98%,16.49%,2.070,116 x 104,116,104,<empty>,2.05,2.05,C,2.04,2.05,2.04,1.91,X,2.23,X,6 DEC 19,136,3.80,M,4.05,X,IBM191206P136,0,0,-.533,.047,-.045,.184,-.090,18.26%,3.93,14.49%,2.97%,56.13%,94.18%,43.87%,21.10%,<empty>,3.925,58 x 96,58,96,<empty>,0,0, ,0,0,0,,
,,IBM191206C137,36,0,.386,.061,-.024,.177,.056,13.80%,1.68,<empty>,<empty>,36.66%,78.91%,63.34%,10.54%,20.32%,1.680,10 x 11,10,11,<empty>,1.61,1.61,I,1.28,1.76,1.28,1.65,H,1.71,H,6 DEC 19,137,4.35,M,4.70,X,IBM191206P137,0,0,-.579,.046,-.045,.180,-.098,18.36%,4.53,16.70%,3.42%,60.64%,84.17%,39.36%,18.59%,<empty>,4.525,71 x 129,71,129,<empty>,0,0, ,0,0,0,,
,,IBM191206C138,9,0,.328,.057,-.023,.167,.048,13.78%,1.34,<empty>,<empty>,31.02%,66.44%,68.98%,8.37%,24.43%,1.335,5 x 27,5,27,<empty>,1.33,1.33,Z,1.12,1.38,1.12,1.31,Z,1.36,H,6 DEC 19,138,5.00,M,5.60,X,IBM191206P138,0,0,-.617,.042,-.046,.176,-.104,19.20%,5.30,19.57%,3.99%,64.48%,75.66%,35.52%,17.18%,<empty>,5.300,71 x 216,71,216,<empty>,0,0, ,0,0,0,,
,,IBM191206C139,43,0,.273,.053,-.021,.154,.041,13.71%,1.04,<empty>,<empty>,25.75%,54.93%,74.25%,6.52%,28.85%,1.040,21 x 10,21,10,<empty>,1.00,1.00,Z,1.09,1.09,.98,1.02,H,1.06,D,6 DEC 19,139,5.75,M,6.20,X,IBM191206P139,0,0,-.657,.041,-.045,.169,-.112,19.27%,5.98,22.06%,4.49%,68.42%,67.07%,31.58%,15.15%,<empty>,5.975,71 x 210,71,210,<empty>,0,0, ,0,0,0,,
,,IBM191206C140,1,264,.221,.048,-.019,.138,.033,13.53%,.78002633,<empty>,<empty>,20.79%,44.18%,79.21%,4.89%,33.49%,.780,100 x 41,100,41,+27.12%,.75,.75,Q,.75,.75,.75,.71,X,.85,M,6 DEC 19,140,6.50,X,7.00,M,IBM191206P140,1,3,-.690,.038,-.044,.162,-.118,19.72%,6.75,24.92%,5.07%,71.77%,59.80%,28.23%,13.73%,<empty>,6.750,47 x 80,47,80,-15.93%,6.70,6.70,A,6.70,6.70,6.70,,
,,IBM191206C141,2,0,.181,.042,-.017,.122,.028,13.67%,.6102718,<empty>,<empty>,16.92%,35.82%,83.08%,3.83%,38.69%,.610,41 x 41,41,41,<empty>,.58,.58,E,.51,.58,.51,.58,I,.64,M,6 DEC 19,141,7.30,M,7.75,M,IBM191206P141,19,0,-.723,.036,-.043,.154,-.124,19.99%,7.53,27.78%,5.64%,74.95%,52.93%,25.05%,12.32%,<empty>,7.525,74 x 86,74,86,<empty>,7.30,7.30,Z,7.30,7.30,7.30,,
,,IBM191206C142,0,0,.144,.036,-.015,.106,.022,13.68%,.46025353,<empty>,<empty>,13.41%,28.30%,86.59%,2.88%,44.03%,.460,74 x 41,74,41,<empty>,0,0, ,0,0,0,.41,M,.51,M,6 DEC 19,142,8.20,M,8.85,M,IBM191206P142,0,0,-.738,.032,-.045,.149,-.128,21.60%,8.53,31.47%,6.39%,76.53%,49.50%,23.47%,12.32%,<empty>,8.525,68 x 86,68,86,<empty>,0,0, ,0,0,0,,
,,IBM191206C143,2,0,.120,.031,-.014,.093,.019,14.11%,.38045427,<empty>,<empty>,11.13%,23.40%,88.87%,2.38%,49.80%,.380,82 x 154,82,154,<empty>,.33,.33,Q,.33,.33,.33,.30,X,.46,X,6 DEC 19,143,8.75,M,11.35,B,IBM191206P143,0,0,-.718,.027,-.055,.155,-.126,26.64%,10.05,37.10%,7.56%,75.14%,52.46%,24.86%,15.62%,<empty>,10.050,41 x 27,41,27,<empty>,0,0, ,0,0,0,,
,,IBM191206C144,0,0,.093,.026,-.012,.078,.014,14.09%,.28000614,<empty>,<empty>,8.59%,18.03%,91.41%,1.76%,55.44%,.280,47 x 23,47,23,<empty>,0,0, ,0,0,0,.24,X,.32,Q,6 DEC 19,144,9.55,B,12.35,B,IBM191206P144,0,0,-.734,.025,-.056,.151,-.130,27.57%,10.95,40.42%,8.23%,76.82%,48.87%,23.18%,14.99%,<empty>,10.950,11 x 29,11,29,<empty>,0,0, ,0,0,0,,
,,IBM191206C145,2,0,.075,.021,-.010,.066,.012,14.32%,.22001061,<empty>,<empty>,6.88%,14.39%,93.12%,1.38%,61.33%,.220,41 x 14,41,14,<empty>,.23,.23,N,.17,.23,.17,.18,X,.26,Q,6 DEC 19,145,9.80,B,13.30,M,IBM191206P145,0,0,-.769,.024,-.051,.139,-.136,26.31%,11.55,42.64%,8.65%,79.96%,42.15%,20.04%,12.48%,<empty>,11.550,14 x 31,14,31,<empty>,0,0, ,0,0,0,,
,,IBM191206C146,0,0,.061,.018,-.009,.056,.009,14.60%,.17501495,<empty>,<empty>,5.53%,11.56%,94.47%,1.10%,67.32%,.175,54 x 41,54,41,<empty>,0,0, ,0,0,0,.13,X,.22,X,6 DEC 19,146,10.10,B,14.40,B,IBM191206P146,0,0,-.799,.023,-.046,.128,-.142,25.48%,12.25,45.22%,9.16%,82.73%,36.25%,17.27%,10.60%,<empty>,12.250,9 x 21,9,21,<empty>,0,0, ,0,0,0,,

20 DEC 19  (56)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,IBM191220C70,0,0,.891,.00,-.062,.061,.015,123.93%,65.53,<empty>,<empty>,86.30%,24.53%,13.70%,0.40%,0.40%,65.525,1 x 21,1,21,<empty>,0,0, ,0,0,0,63.20,E,67.85,H,20 DEC 19,70,0,B,.05,A,IBM191220P70,0,0,-.002,.00,-.002,.004,-.001,61.51%,.02505957,0.36%,0.04%,0.50%,0.96%,99.50%,0.12%,<empty>,.025,0 x 23,0,23,<empty>,0,0, ,0,0,0,,
,,IBM191220C75,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.78%,0.00%,60.275,21 x 1,21,1,<empty>,0,0, ,0,0,0,58.15,H,62.40,E,20 DEC 19,75,0,E,.02,E,IBM191220P75,0,625,-.001,.00,-.001,.002,.00,50.81%,.01010302,0.13%,0.01%,0.24%,0.46%,99.76%,0.05%,<empty>,.010,0 x 25,0,25,0.00%,.01,.01,C,0,0,0,,
,,IBM191220C80,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.19%,0.00%,55.400,21 x 2,21,2,<empty>,0,0, ,0,0,0,53.15,H,57.65,E,20 DEC 19,80,0,E,.02,E,IBM191220P80,0,209,-.001,.00,-.001,.002,.00,45.54%,.01004292,0.13%,0.01%,0.25%,0.48%,99.75%,0.05%,<empty>,.010,0 x 25,0,25,0.00%,.03,.03,E,0,0,0,,
,,IBM191220C85,0,0,.912,.001,-.038,.059,.020,81.04%,50.55,<empty>,<empty>,89.98%,18.60%,10.02%,0.52%,0.52%,50.550,2 x 2,2,2,<empty>,0,0, ,0,0,0,48.55,E,52.55,E,20 DEC 19,85,0,B,.03,Z,IBM191220P85,0,27,-.002,.00,-.001,.004,.00,42.19%,.01508063,0.18%,0.02%,0.36%,0.70%,99.64%,0.07%,<empty>,.015,0 x 19,0,19,0.00%,.02,.02,M,0,0,0,,
,,IBM191220C90,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.66%,0.00%,45.300,21 x 2,21,2,<empty>,0,0, ,0,0,0,43.20,H,47.40,E,20 DEC 19,90,0,Z,.04,H,IBM191220P90,13,25,-.003,.00,-.002,.005,-.001,38.50%,.02037674,0.22%,0.02%,0.49%,0.96%,99.51%,0.09%,<empty>,.020,0 x 91,0,91,-66.67%,.02,.02,Q,.02,.02,.02,,
,,IBM191220C95,0,1,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.07%,0.00%,40.425,2 x 2,2,2,0.00%,45.45,45.45,W,0,0,0,38.35,E,42.50,E,20 DEC 19,95,.02,P,.06,A,IBM191220P95,0,19,-.006,.001,-.003,.009,-.001,36.46%,.04038914,0.42%,0.04%,0.92%,1.78%,99.08%,0.19%,<empty>,.040,20 x 29,20,29,0.00%,.09,.09,Q,0,0,0,,
,,IBM191220C100,0,10,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.66%,0.00%,35.300,1 x 1,1,1,0.00%,33.98,33.98,I,0,0,0,33.15,E,37.45,E,20 DEC 19,100,.06,H,.08,W,IBM191220P100,0,56,-.011,.002,-.005,.015,-.002,33.94%,.07001378,0.70%,0.07%,1.54%,2.97%,98.46%,0.33%,<empty>,.070,36 x 23,36,23,0.00%,.07,.07,C,0,0,0,,
,,IBM191220C105,0,1,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.54%,0.00%,30.325,2 x 2,2,2,0.00%,36.70,36.70,Q,0,0,0,28.30,E,32.35,E,20 DEC 19,105,.09,H,.12,P,IBM191220P105,1,251,-.017,.003,-.006,.023,-.004,30.77%,.10537668,1.00%,0.10%,2.31%,4.45%,97.69%,0.50%,<empty>,.105,50 x 4,50,4,-38.89%,.11,.11,A,.11,.11,.11,,
,,IBM191220C110,5,9,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-1.25%,0.00%,25.175,21 x 2,21,2,+9.53%,25.85,25.85,Z,25.85,25.85,25.85,24.45,H,25.90,Z,20 DEC 19,110,.15,H,.18,H,IBM191220P110,2,108,-.028,.004,-.009,.034,-.006,27.74%,.16505853,1.50%,0.15%,3.59%,6.92%,96.41%,0.78%,<empty>,.165,47 x 11,47,11,-5.00%,.19,.19,X,.19,.19,.19,,
,,IBM191220C115,1,5,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.43%,0.00%,20.350,9 x 1,9,1,+12.03%,20.95,20.95,C,20.95,20.95,20.95,19.70,B,21.00,E,20 DEC 19,115,.26,H,.29,E,IBM191220P115,2,139,-.048,.007,-.012,.053,-.011,24.93%,.27523527,2.39%,0.24%,5.89%,11.33%,94.11%,1.30%,<empty>,.275,31 x 9,31,9,-18.18%,.27,.27,X,.27,.27,.27,,
,,IBM191220C120,0,64,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.19%,0.00%,15.400,1 x 2,1,2,0.00%,13.95,13.95,I,0,0,0,14.95,E,15.85,E,20 DEC 19,120,.46,X,.51,H,IBM191220P120,43,"2,680",-.085,.013,-.017,.084,-.019,22.28%,.48521039,4.04%,0.41%,10.07%,19.28%,89.93%,2.29%,<empty>,.485,55 x 21,55,21,-22.58%,.48,.48,E,.55,.55,.48,,
,,IBM191220C125,8,224,.892,.027,-.010,.094,.081,18.21%,10.70,<empty>,<empty>,84.45%,29.58%,15.55%,1.23%,1.23%,10.700,23 x 12,23,12,+12.98%,10.79,10.79,X,11.10,11.10,10.65,10.60,H,10.80,Z,20 DEC 19,125,.93,P,.97,H,IBM191220P125,56,827,-.161,.023,-.025,.131,-.035,20.18%,.95017852,5.71%,0.77%,18.22%,34.65%,81.78%,4.49%,<empty>,.950,3 x 22,3,22,-17.24%,.96,.96,Q,1.10,1.10,.90,,
