Stock quote and option quote for AIG on 9/1/19 18:03:02

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
52.04,N,-.42,51.70,P,52.25,P,5 x 5,"4,565,049",52.88,52.88,51.80

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
2.46%,-650.5,.32,Q,9/16/19,57.585,36.16,"869,908,300",0.82

Theo parameters
Theo date,Theo stock price,Theo volatility
9/1/19, 0.00$, 0.00%

6 SEP 19  (5)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,AIG191004C45,0,0,.906,.023,-.013,.025,.020,35.90%,7.23,<empty>,<empty>,89.77%,19.92%,10.23%,3.82%,3.82%,7.225,89 x 199,89,199,<empty>,0,0, ,0,0,0,6.95,M,7.50,M,4 OCT 19,45,.19,Z,.25,Z,AIG191004P45,0,0,-.082,.027,-.013,.024,-.004,35.53%,.22002909,4.89%,0.49%,9.98%,19.44%,90.02%,4.54%,<empty>,.220,150 x 110,150,110,<empty>,0,0, ,0,0,0,,
,,AIG191004C46,0,0,.906,.028,-.011,.025,.021,30.50%,6.20,<empty>,<empty>,89.88%,19.78%,10.12%,3.30%,3.30%,6.200,62 x 64,62,64,<empty>,0,0, ,0,0,0,5.95,H,6.45,C,4 OCT 19,46,.25,Z,.29,H,AIG191004P46,0,0,-.103,.034,-.014,.029,-.005,33.23%,.27039536,5.87%,0.59%,12.26%,23.89%,87.74%,5.57%,<empty>,.270,105 x 78,105,78,<empty>,0,0, ,0,0,0,,
,,AIG191004C47,0,20,.869,.041,-.014,.033,.026,30.37%,5.33,<empty>,<empty>,85.28%,28.70%,14.72%,5.88%,5.88%,5.325,116 x 246,116,246,0.00%,5.70,5.70,Z,0,0,0,5.20,M,5.45,X,4 OCT 19,47,.31,X,.42,X,AIG191004P47,0,5,-.137,.043,-.016,.035,-.007,31.80%,.3654412,6.80%,0.78%,15.94%,31.04%,84.06%,7.53%,<empty>,.365,256 x 331,256,331,0.00%,.42,.42,C,0,0,0,,
,,AIG191004C48,0,1,.832,.054,-.016,.039,.028,28.43%,4.43,<empty>,<empty>,81.15%,36.75%,18.85%,7.95%,7.95%,4.425,106 x 324,106,324,0.00%,5.30,5.30,C,0,0,0,4.30,X,4.55,X,4 OCT 19,48,.39,X,.50,Z,AIG191004P48,0,2,-.172,.055,-.017,.040,-.009,29.22%,.44513545,6.99%,0.94%,19.57%,38.12%,80.43%,9.19%,<empty>,.445,462 x 16,462,16,0.00%,.52,.52,X,0,0,0,,
,,AIG191004C49,0,0,.801,.072,-.015,.044,.029,24.11%,3.45,<empty>,<empty>,78.11%,42.76%,21.89%,8.46%,8.46%,3.450,727 x 400,727,400,<empty>,0,0, ,0,0,0,3.20,X,3.70,X,4 OCT 19,49,.61,Z,.68,Z,AIG191004P49,0,8,-.233,.067,-.020,.049,-.012,28.63%,.64539374,8.75%,1.33%,26.09%,50.72%,73.91%,13.31%,<empty>,.645,129 x 9,129,9,0.00%,.69,.69,X,0,0,0,,
,,AIG191004C50,0,0,.709,.085,-.019,.054,.028,25.16%,2.77,<empty>,<empty>,68.33%,61.62%,31.67%,15.07%,15.07%,2.770,263 x 319,263,319,<empty>,0,0, ,0,0,0,2.65,C,2.89,X,4 OCT 19,50,.82,M,.94,H,AIG191004P50,0,1,-.303,.080,-.022,.055,-.015,27.46%,.88007248,10.52%,1.79%,33.35%,64.72%,66.65%,18.17%,<empty>,.880,291 x 11,291,11,0.00%,.92,.92,C,0,0,0,,
,,AIG191004C51,0,0,.623,.103,-.020,.060,.026,23.17%,2.02,<empty>,<empty>,59.64%,78.43%,40.36%,20.13%,20.13%,2.015,321 x 11,321,11,<empty>,0,0, ,0,0,0,1.87,M,2.16,H,4 OCT 19,51,1.06,B,1.26,N,AIG191004P51,94,19,-.385,.093,-.023,.061,-.020,25.86%,1.16,12.38%,2.33%,41.64%,80.71%,58.36%,23.95%,<empty>,1.160,36 x 9,36,9,-8.20%,1.12,1.12,H,1.08,1.16,1.08,,
,,AIG191004C52,0,0,.516,.106,-.021,.063,.023,23.67%,1.50,<empty>,<empty>,48.75%,99.19%,51.25%,30.24%,30.24%,1.505,18 x 264,18,264,<empty>,0,0, ,0,0,0,1.43,B,1.58,X,4 OCT 19,52,1.44,X,1.73,X,AIG191004P52,46,12,-.482,.100,-.023,.063,-.025,25.23%,1.58,15.29%,3.14%,51.36%,99.25%,48.64%,32.72%,<empty>,1.585,804 x 502,804,502,-1.27%,1.55,1.55,N,1.49,1.55,1.47,,
,,AIG191004C53,40,0,.405,.108,-.020,.061,.018,22.53%,1.00,<empty>,<empty>,37.96%,78.17%,62.04%,20.64%,40.46%,1.000,739 x 758,739,758,<empty>,1.06,1.06,Q,1.06,1.06,1.06,.84,X,1.16,X,4 OCT 19,53,2.11,H,2.31,X,AIG191004P53,6,7,-.575,.094,-.024,.062,-.030,26.26%,2.21,21.23%,4.35%,60.78%,81.09%,39.22%,25.80%,<empty>,2.210,31 x 475,31,475,+15.03%,1.99,1.99,Q,1.88,1.99,1.87,,
,,AIG191004C54,0,12,.301,.099,-.018,.055,.014,22.15%,.65022105,<empty>,<empty>,27.86%,57.16%,72.14%,13.42%,53.88%,.650,"1,012 x 504","1,012",504,0.00%,1.03,1.03,Q,0,0,0,.53,X,.77,X,4 OCT 19,54,2.60,X,2.95,X,AIG191004P54,2,0,-.675,.091,-.021,.057,-.035,24.76%,2.78,26.66%,5.42%,70.29%,61.13%,29.71%,16.82%,<empty>,2.775,545 x 341,545,341,<empty>,2.78,2.78,Q,2.78,2.78,2.78,,
,,AIG191004C55,0,698,.215,.083,-.015,.046,.010,22.26%,.42002975,<empty>,<empty>,19.63%,40.18%,80.37%,8.67%,69.77%,.420,242 x 17,242,17,0.00%,.69,.69,Q,0,0,0,.35,X,.49,B,4 OCT 19,55,3.40,X,3.75,X,AIG191004P55,0,0,-.745,.078,-.020,.051,-.039,25.93%,3.58,34.35%,6.95%,77.17%,46.91%,22.83%,12.70%,<empty>,3.575,543 x 574,543,574,<empty>,0,0, ,0,0,0,,
,,AIG191004C56,0,15,.148,.065,-.012,.037,.007,22.46%,.26508874,<empty>,<empty>,13.33%,27.22%,86.67%,5.47%,87.22%,.265,170 x 511,170,511,0.00%,.37,.37,H,0,0,0,.21,X,.32,X,4 OCT 19,56,4.20,X,4.60,X,AIG191004P56,0,0,-.807,.065,-.017,.043,-.043,26.45%,4.40,42.28%,8.53%,83.01%,34.85%,16.99%,9.08%,<empty>,4.400,549 x 484,549,484,<empty>,0,0, ,0,0,0,,
,,AIG191004C57,0,1,.094,.047,-.009,.027,.004,22.20%,.15032153,<empty>,<empty>,8.31%,16.94%,91.69%,3.10%,105.48%,.150,168 x 110,168,110,0.00%,.30,.30,X,0,0,0,.12,Z,.18,Z,4 OCT 19,57,5.10,M,5.50,H,AIG191004P57,0,0,-.849,.053,-.015,.037,-.046,27.73%,5.30,50.92%,10.25%,86.94%,26.77%,13.06%,7.02%,<empty>,5.300,127 x 60,127,60,<empty>,0,0, ,0,0,0,,
,,AIG191004C58,2,0,.067,.035,-.007,.021,.003,23.26%,.10537454,<empty>,<empty>,5.82%,11.86%,94.18%,2.17%,125.20%,.105,62 x 105,62,105,<empty>,.23,.23,A,.23,.23,.23,.08,X,.13,Z,4 OCT 19,58,6.00,M,6.55,B,AIG191004P58,0,0,-.867,.044,-.015,.034,-.047,30.50%,6.28,60.29%,12.13%,88.81%,22.97%,11.19%,6.50%,<empty>,6.275,99 x 19,99,19,<empty>,0,0, ,0,0,0,,
,,AIG191004C59,0,0,.107,.036,-.014,.029,.005,31.97%,.2500488,<empty>,<empty>,9.01%,18.49%,90.99%,5.16%,148.83%,.250,379 x 537,379,537,<empty>,0,0, ,0,0,0,.01,X,.49,X,4 OCT 19,59,6.70,M,7.60,M,AIG191004P59,0,0,-.911,.034,-.011,.025,-.050,29.43%,7.15,68.70%,13.79%,92.61%,15.11%,7.39%,3.92%,<empty>,7.150,125 x 76,125,76,<empty>,0,0, ,0,0,0,,
,,AIG191004C60,0,0,.099,.031,-.014,.028,.005,34.99%,.25003812,<empty>,<empty>,8.22%,16.88%,91.78%,5.16%,169.48%,.250,0 x 541,0,541,<empty>,0,0, ,0,0,0,0,W,.50,X,4 OCT 19,60,8.00,M,8.60,C,AIG191004P60,0,0,-.879,.033,-.018,.032,-.048,37.77%,8.30,79.75%,16.05%,90.26%,20.08%,9.74%,7.02%,<empty>,8.300,33 x 18,33,18,<empty>,0,0, ,0,0,0,,

11 OCT 19  (40)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,AIG191011C46,0,0,.854,.034,-.016,.039,.030,36.07%,6.48,<empty>,<empty>,83.05%,32.80%,16.95%,7.45%,7.45%,6.475,31 x 95,31,95,<empty>,0,0, ,0,0,0,6.15,H,6.80,M,11 OCT 19,46,.32,Z,.40,X,AIG191011P46,0,0,-.121,.035,-.014,.035,-.007,32.95%,.36016621,7.83%,0.79%,14.51%,28.18%,85.49%,6.16%,<empty>,.360,124 x 207,124,207,<empty>,0,0, ,0,0,0,,
,,AIG191011C47,0,0,.858,.041,-.013,.038,.031,29.11%,5.38,<empty>,<empty>,83.90%,31.32%,16.10%,5.73%,5.73%,5.375,76 x 132,76,132,<empty>,0,0, ,0,0,0,5.25,X,5.50,X,11 OCT 19,47,.40,N,.47,Z,AIG191011P47,0,0,-.150,.043,-.015,.041,-.009,30.73%,.43538044,8.10%,0.93%,17.54%,34.07%,82.46%,7.45%,<empty>,.435,16 x 16,16,16,<empty>,0,0, ,0,0,0,,
,,AIG191011C48,0,0,.805,.053,-.016,.048,.033,29.28%,4.58,<empty>,<empty>,77.92%,42.85%,22.08%,9.16%,9.16%,4.575,216 x 202,216,202,<empty>,0,0, ,0,0,0,4.35,X,4.80,X,11 OCT 19,48,.50,X,.61,Z,AIG191011P48,0,0,-.190,.054,-.017,.047,-.012,29.00%,.55504941,8.72%,1.17%,21.83%,42.38%,78.17%,9.50%,<empty>,.555,232 x 16,232,16,<empty>,0,0, ,0,0,0,,
,,AIG191011C49,0,0,.756,.065,-.017,.054,.034,27.37%,3.73,<empty>,<empty>,72.74%,52.89%,27.26%,11.73%,11.73%,3.725,5 x 201,5,201,<empty>,0,0, ,0,0,0,3.60,N,3.85,X,11 OCT 19,49,.70,Z,.81,Z,AIG191011P49,0,0,-.247,.064,-.019,.055,-.015,28.08%,.75527088,10.25%,1.56%,27.85%,53.99%,72.15%,12.92%,<empty>,.755,157 x 9,157,9,<empty>,0,0, ,0,0,0,,
,,AIG191011C50,0,0,.694,.080,-.018,.061,.033,25.22%,2.91,<empty>,<empty>,66.46%,65.05%,33.54%,14.81%,14.81%,2.905,124 x 75,124,75,<empty>,0,0, ,0,0,0,2.81,X,3.00,H,11 OCT 19,50,.96,Z,1.07,H,AIG191011P50,7,0,-.315,.075,-.021,.062,-.020,27.18%,1.02,12.13%,2.07%,34.91%,67.54%,65.09%,17.38%,<empty>,1.015,157 x 11,157,11,<empty>,1.07,1.07,Q,1.07,1.07,1.07,,
,,AIG191011C51,0,0,.614,.095,-.018,.066,.031,23.19%,2.15,<empty>,<empty>,58.49%,80.43%,41.51%,19.00%,19.00%,2.150,175 x 17,175,17,<empty>,0,0, ,0,0,0,1.98,X,2.32,Q,11 OCT 19,51,1.23,X,1.47,Z,AIG191011P51,0,0,-.394,.083,-.022,.067,-.024,26.37%,1.35,14.41%,2.72%,42.92%,82.85%,57.08%,23.11%,<empty>,1.350,207 x 14,207,14,<empty>,0,0, ,0,0,0,,
,,AIG191011C52,0,0,.516,.096,-.020,.069,.027,23.90%,1.66,<empty>,<empty>,48.53%,99.28%,51.47%,27.82%,27.82%,1.665,90 x 14,90,14,<empty>,0,0, ,0,0,0,1.58,M,1.75,B,11 OCT 19,52,1.62,X,1.89,H,AIG191011P52,0,7,-.481,.090,-.022,.069,-.030,25.40%,1.75,16.93%,3.49%,51.58%,99.32%,48.42%,30.04%,<empty>,1.755,196 x 11,196,11,0.00%,1.49,1.49,I,0,0,0,,
,,AIG191011C53,904,0,.418,.097,-.019,.068,.022,22.99%,1.17,<empty>,<empty>,38.88%,80.36%,61.12%,19.94%,36.38%,1.165,145 x 11,145,11,<empty>,1.20,1.20,X,1.27,1.27,1.20,1.10,X,1.23,H,11 OCT 19,53,2.14,X,2.39,Z,AIG191011P53,0,0,-.572,.091,-.021,.068,-.036,24.69%,2.27,21.76%,4.46%,60.59%,81.64%,39.41%,22.34%,<empty>,2.265,191 x 9,191,9,<empty>,0,0, ,0,0,0,,
,,AIG191011C54,0,0,.325,.090,-.017,.063,.018,22.79%,.81010519,<empty>,<empty>,29.84%,61.46%,70.16%,13.87%,47.42%,.810,11 x 102,11,102,<empty>,0,0, ,0,0,0,.75,H,.87,Z,11 OCT 19,54,2.78,X,3.05,H,AIG191011P54,0,0,-.658,.085,-.019,.064,-.042,24.74%,2.92,28.01%,5.71%,68.93%,64.15%,31.07%,16.35%,<empty>,2.915,176 x 11,176,11,<empty>,0,0, ,0,0,0,,
,,AIG191011C55,0,1,.246,.078,-.015,.055,.014,23.03%,.56501654,<empty>,<empty>,22.30%,45.81%,77.70%,9.67%,60.34%,.565,370 x 470,370,470,0.00%,.91,.91,I,0,0,0,.43,X,.70,X,11 OCT 19,55,3.55,X,3.90,X,AIG191011P55,0,7,-.721,.073,-.019,.058,-.046,26.21%,3.73,35.79%,7.26%,75.16%,51.22%,24.84%,13.10%,<empty>,3.725,121 x 198,121,198,0.00%,3.14,3.14,I,0,0,0,,
,,AIG191011C56,0,0,.177,.065,-.013,.045,.010,22.92%,.37022199,<empty>,<empty>,15.86%,32.51%,84.14%,6.33%,74.12%,.370,305 x 326,305,326,<empty>,0,0, ,0,0,0,.26,X,.48,X,11 OCT 19,56,4.30,C,4.60,C,AIG191011P56,0,0,-.796,.064,-.015,.049,-.051,25.08%,4.45,42.76%,8.63%,82.14%,36.69%,17.86%,8.39%,<empty>,4.450,145 x 46,145,46,<empty>,0,0, ,0,0,0,,
,,AIG191011C57,0,0,.122,.051,-.010,.035,.007,22.71%,.23029167,<empty>,<empty>,10.73%,21.93%,89.27%,3.94%,88.84%,.230,139 x 174,139,174,<empty>,0,0, ,0,0,0,.18,X,.28,X,11 OCT 19,57,5.25,X,5.50,X,AIG191011P57,0,0,-.831,.053,-.015,.044,-.054,26.99%,5.38,51.64%,10.41%,85.49%,29.82%,14.51%,7.10%,<empty>,5.375,124 x 122,124,122,<empty>,0,0, ,0,0,0,,
,,AIG191011C58,0,0,.086,.039,-.008,.028,.005,23.19%,.1552895,<empty>,<empty>,7.48%,15.27%,92.52%,2.65%,104.68%,.155,95 x 95,95,95,<empty>,0,0, ,0,0,0,.12,X,.19,Z,11 OCT 19,58,6.05,H,6.65,I,AIG191011P58,0,0,-.850,.044,-.015,.040,-.056,29.68%,6.35,61.01%,12.29%,87.40%,25.93%,12.60%,6.68%,<empty>,6.350,82 x 109,82,109,<empty>,0,0, ,0,0,0,,
,,AIG191011C59,0,0,.059,.029,-.006,.021,.003,23.48%,.10046017,<empty>,<empty>,5.03%,10.27%,94.97%,1.71%,120.85%,.100,75 x 16,75,16,<empty>,0,0, ,0,0,0,.07,Z,.13,Z,11 OCT 19,59,7.00,M,7.65,H,AIG191011P59,0,0,-.866,.038,-.015,.037,-.057,32.14%,7.33,70.38%,14.18%,88.96%,22.74%,11.04%,6.25%,<empty>,7.325,31 x 11,31,11,<empty>,0,0, ,0,0,0,,

18 OCT 19  (47)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,AIG191018C40,0,0,.920,.006,-.011,.024,.014,48.09%,12.15,<empty>,<empty>,92.20%,15.01%,7.80%,1.61%,1.61%,12.150,36 x 3,36,3,<empty>,0,0, ,0,0,0,11.75,B,12.55,B,18 OCT 19,40,.04,X,.32,X,AIG191018P40,5,0,-.047,.011,-.009,.019,-.003,45.65%,.18015394,4.50%,0.45%,6.63%,12.79%,93.37%,2.63%,<empty>,.180,639 x 507,639,507,<empty>,.18,.18,C,.18,.18,.18,,
,,AIG191018C45,0,15,.891,.025,-.011,.034,.030,32.85%,7.30,<empty>,<empty>,87.62%,24.02%,12.38%,3.80%,3.80%,7.300,36 x 3,36,3,0.00%,8.50,8.50,Q,0,0,0,7.10,B,7.50,B,18 OCT 19,45,.32,Z,.40,A,AIG191018P45,5,55,-.109,.029,-.013,.035,-.008,34.25%,.36000862,8.00%,0.81%,13.49%,26.11%,86.51%,5.26%,<empty>,.360,55 x 135,55,135,-34.09%,.29,.29,C,.29,.29,.29,,
,,AIG191018C50,1,125,.685,.076,-.016,.067,.038,24.65%,2.99,<empty>,<empty>,65.40%,66.94%,34.60%,13.89%,13.89%,2.990,296 x 7,296,7,-11.43%,3.10,3.10,E,3.10,3.10,3.10,2.88,X,3.10,N,18 OCT 19,50,1.12,Z,1.24,Z,AIG191018P50,123,874,-.327,.069,-.020,.068,-.024,27.55%,1.18,14.10%,2.42%,36.53%,70.42%,63.47%,17.25%,<empty>,1.180,59 x 14,59,14,+20.20%,1.19,1.19,I,1.08,1.22,1.08,,
,,AIG191018C52.5,124,500,.472,.090,-.018,.075,.029,23.48%,1.54,<empty>,<empty>,43.92%,91.28%,56.08%,22.44%,29.17%,1.535,40 x 59,40,59,-19.79%,1.50,1.50,Q,1.56,1.62,1.47,1.48,X,1.59,Z,18 OCT 19,52.5,2.11,X,2.27,Q,AIG191018P52.5,3,473,-.520,.082,-.020,.075,-.038,25.69%,2.19,21.04%,4.35%,55.87%,92.00%,44.13%,25.30%,<empty>,2.190,30 x 10,30,10,+17.95%,2.30,2.30,N,2.13,2.30,2.13,,
,,AIG191018C55,"5,490","1,731",.255,.077,-.014,.061,.016,22.14%,.61501324,<empty>,<empty>,23.06%,47.46%,76.94%,8.99%,52.27%,.615,46 x 36,46,36,-24.71%,.64,.64,Z,.69,.69,.61,.59,M,.64,Z,18 OCT 19,55,3.55,X,3.90,N,AIG191018P55,1,688,-.721,.073,-.016,.063,-.054,24.20%,3.73,35.79%,7.26%,75.22%,51.14%,24.78%,11.19%,<empty>,3.725,327 x 7,327,7,+13.24%,3.85,3.85,E,3.85,3.85,3.85,,
,,AIG191018C57.5,10,559,.130,.047,-.010,.040,.008,23.69%,.28000214,<empty>,<empty>,11.28%,23.14%,88.72%,4.09%,83.93%,.280,74 x 388,74,388,-35.48%,.20,.20,C,.23,.23,.20,.20,Z,.36,X,18 OCT 19,57.5,5.75,I,6.15,X,AIG191018P57.5,0,66,-.823,.048,-.014,.048,-.063,28.05%,5.95,57.17%,11.54%,85.04%,30.85%,14.96%,7.16%,<empty>,5.950,93 x 124,93,124,0.00%,4.24,4.24,C,0,0,0,,
,,AIG191018C60,0,115,.065,.027,-.006,.024,.004,25.27%,.13018033,<empty>,<empty>,5.42%,11.08%,94.58%,1.90%,118.29%,.130,114 x 486,114,486,0.00%,.12,.12,C,0,0,0,.04,X,.22,X,18 OCT 19,60,6.15,B,8.70,B,AIG191018P60,0,22,-1.000,.00,.00,.104,.00,--,<empty>,71.34%,14.12%,100.00%,0.00%,0.00%,-7.82%,<empty>,7.425,36 x 3,36,3,0.00%,4.55,4.55,Q,0,0,0,,
,,AIG191018C62.5,0,234,.070,.022,-.009,.025,.005,33.07%,.18502565,<empty>,<empty>,5.56%,11.44%,94.44%,2.71%,155.65%,.185,0 x 271,0,271,0.00%,.21,.21,Q,0,0,0,0,W,.37,X,18 OCT 19,62.5,10.25,T,11.15,B,AIG191018P62.5,0,14,-.915,.023,-.011,.029,-.066,34.94%,10.70,102.81%,20.66%,93.50%,13.41%,6.50%,3.51%,<empty>,10.700,12 x 3,12,3,0.00%,9.40,9.40,C,0,0,0,,
,,AIG191018C65,0,30,.026,.010,-.004,.011,.002,30.78%,.05509372,<empty>,<empty>,2.00%,4.09%,98.00%,0.80%,190.30%,.055,0 x 1,0,1,0.00%,.05,.05,X,0,0,0,0,N,.11,N,18 OCT 19,65,12.40,Z,13.50,B,AIG191018P65,0,0,-1.000,.00,.00,.00,.00,--,<empty>,124.42%,24.88%,100.00%,0.00%,0.00%,-0.15%,<empty>,12.950,40 x 3,40,3,<empty>,0,0, ,0,0,0,,
,,AIG191018C70,0,0,.032,.009,-.006,.014,.002,42.51%,.09510262,<empty>,<empty>,2.25%,4.64%,97.75%,1.39%,264.00%,.095,0 x 118,0,118,<empty>,0,0, ,0,0,0,0,J,.19,Z,18 OCT 19,70,16.10,B,18.65,B,AIG191018P70,0,0,-1.000,.00,.00,.00,.00,--,<empty>,166.94%,33.02%,100.00%,0.00%,0.00%,-8.55%,<empty>,17.375,36 x 3,36,3,<empty>,0,0, ,0,0,0,,

15 NOV 19  (75)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,AIG191115C25,0,0,.880,.001,-.021,.027,.008,123.02%,27.10,<empty>,<empty>,84.71%,27.01%,15.29%,0.55%,0.55%,27.100,49 x 3,49,3,<empty>,0,0, ,0,0,0,26.75,B,27.45,B,15 NOV 19,25,0,J,.25,B,AIG191115P25,0,0,-.016,.002,-.005,.009,-.002,81.91%,.12507409,5.00%,0.50%,3.81%,7.12%,96.19%,1.15%,<empty>,.125,0 x 175,0,175,<empty>,0,0, ,0,0,0,,
,,AIG191115C26,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.37%,0.00%,26.000,37 x 4,37,4,<empty>,0,0, ,0,0,0,25.55,Z,26.45,B,15 NOV 19,26,0,J,.25,X,AIG191115P26,0,100,-.017,.002,-.005,.010,-.002,77.96%,.12515622,4.81%,0.48%,3.83%,7.17%,96.17%,1.15%,<empty>,.125,0 x 172,0,172,0.00%,.08,.08,X,0,0,0,,
,,AIG191115C27,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.14%,0.00%,25.025,13 x 4,13,4,<empty>,0,0, ,0,0,0,24.55,N,25.50,B,15 NOV 19,27,0,J,.26,B,AIG191115P27,0,0,-.018,.002,-.005,.011,-.002,74.62%,.13006549,4.81%,0.48%,3.96%,7.44%,96.04%,1.20%,<empty>,.130,0 x 144,0,144,<empty>,0,0, ,0,0,0,,
,,AIG191115C28,0,0,.890,.001,-.018,.029,.010,100.26%,24.15,<empty>,<empty>,86.96%,23.58%,13.04%,1.02%,1.02%,24.150,56 x 25,56,25,<empty>,0,0, ,0,0,0,23.65,M,24.65,Z,15 NOV 19,28,0,J,.26,B,AIG191115P28,0,0,-.019,.003,-.005,.011,-.002,70.94%,.13029255,4.64%,0.47%,4.00%,7.53%,96.00%,1.20%,<empty>,.130,0 x 144,0,144,<empty>,0,0, ,0,0,0,,
,,AIG191115C29,0,0,.896,.001,-.016,.028,.008,89.66%,23.05,<empty>,<empty>,88.93%,20.26%,11.07%,0.09%,0.09%,23.050,36 x 3,36,3,<empty>,0,0, ,0,0,0,22.55,B,23.55,B,15 NOV 19,29,0,J,.45,M,AIG191115P29,0,0,-.029,.004,-.008,.016,-.004,74.35%,.22519332,7.76%,0.78%,6.04%,11.28%,93.96%,2.08%,<empty>,.225,0 x 59,0,59,<empty>,0,0, ,0,0,0,,
,,AIG191115C30,0,0,.899,.001,-.014,.028,.008,83.08%,22.05,<empty>,<empty>,89.64%,19.09%,10.36%,0.09%,0.09%,22.050,36 x 21,36,21,<empty>,0,0, ,0,0,0,21.55,B,22.55,M,15 NOV 19,30,0,J,.46,M,AIG191115P30,0,214,-.031,.004,-.008,.017,-.004,70.90%,.2303141,7.67%,0.77%,6.20%,11.61%,93.80%,2.12%,<empty>,.230,0 x 61,0,61,0.00%,.36,.36,P,0,0,0,,
,,AIG191115C31,0,0,.896,.002,-.016,.030,.014,83.84%,21.25,<empty>,<empty>,87.71%,22.56%,12.29%,1.94%,1.94%,21.250,36 x 21,36,21,<empty>,0,0, ,0,0,0,20.60,B,21.90,M,15 NOV 19,31,.01,A,.47,M,AIG191115P31,0,0,-.034,.005,-.008,.018,-.004,67.81%,.24010527,7.74%,0.78%,6.46%,12.14%,93.54%,2.22%,<empty>,.240,52 x 65,52,65,<empty>,0,0, ,0,0,0,,
,,AIG191115C32,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.60%,0.00%,19.975,36 x 3,36,3,<empty>,0,0, ,0,0,0,19.35,B,20.60,B,15 NOV 19,32,.02,C,.48,B,AIG191115P32,0,5,-.037,.005,-.008,.019,-.004,64.79%,.25042508,7.81%,0.79%,6.75%,12.71%,93.25%,2.31%,<empty>,.250,77 x 165,77,165,0.00%,.33,.33,X,0,0,0,,
